AnalysisLevel,DistrictName,ACTDistrictCode,HighSchoolName,ACTHSCode,GradYear,NumberStudents,AvgEnglish,AvgMath,AvgReading,AvgScience,AvgOverall
School,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,HIBBING HIGH SCHOOL,241100,2019,125,20.3,20.3,20.3,20.3,20.3
School,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,HIBBING HIGH SCHOOL,241100,2020,70,20.4,20.4,20.4,20.4,20.4
School,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,HIBBING HIGH SCHOOL,241100,2021,35,19.5,19.5,19.5,19.5,19.5
School,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,HIBBING HIGH SCHOOL,241100,2022,41,18.5,18.5,18.5,18.5,18.5
School,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,HIBBING HIGH SCHOOL,241100,2023,46,20.3,20.3,20.3,20.3,20.3
School,AFFILIATION NOT REPORTED,N/A,HIGH SCHOOL FOR RECORDING ARTS,242264,2019,1,,,,,
School,AFFILIATION NOT REPORTED,N/A,HIGH SCHOOL FOR RECORDING ARTS,242264,2020,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,HIGH SCHOOL FOR RECORDING ARTS,242264,2021,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,HIGH SCHOOL FOR RECORDING ARTS,242264,2022,1,,,,,
School,AFFILIATION NOT REPORTED,N/A,HIGH SCHOOL FOR RECORDING ARTS,242264,2023,6,,,,,
School,AFFILIATION NOT REPORTED,N/A,HIGHER GROUND ACADEMY,242262,2019,29,16.8,16.8,16.8,16.8,16.8
School,AFFILIATION NOT REPORTED,N/A,HIGHER GROUND ACADEMY,242262,2020,57,16.3,16.3,16.3,16.3,16.3
School,AFFILIATION NOT REPORTED,N/A,HIGHER GROUND ACADEMY,242262,2021,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,HIGHER GROUND ACADEMY,242262,2022,4,,,,,
School,AFFILIATION NOT REPORTED,N/A,HIGHER GROUND ACADEMY,242262,2023,5,,,,,
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HIGHLAND PARK SENIOR HIGH SCHOOL,242256,2019,314,19,19,19,19,19
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HIGHLAND PARK SENIOR HIGH SCHOOL,242256,2020,276,20.1,20.1,20.1,20.1,20.1
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HIGHLAND PARK SENIOR HIGH SCHOOL,242256,2021,310,19.8,19.8,19.8,19.8,19.8
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HIGHLAND PARK SENIOR HIGH SCHOOL,242256,2022,165,21.5,21.5,21.5,21.5,21.5
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HIGHLAND PARK SENIOR HIGH SCHOOL,242256,2023,254,19.1,19.1,19.1,19.1,19.1
School,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,HILL CITY SECONDARY SCHOOL,241105,2019,20,17.8,17.8,17.8,17.8,17.8
School,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,HILL CITY SECONDARY SCHOOL,241105,2020,20,15.5,15.5,15.5,15.5,15.5
School,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,HILL CITY SECONDARY SCHOOL,241105,2021,9,,,,,
School,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,HILL CITY SECONDARY SCHOOL,241105,2022,22,17,17,17,17,17
School,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,HILL CITY SECONDARY SCHOOL,241105,2023,18,14.6,14.6,14.6,14.6,14.6
School,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,HILLS-BEAVER CREEK HIGH SCHOOL,241110,2019,20,22.2,22.2,22.2,22.2,22.2
School,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,HILLS-BEAVER CREEK HIGH SCHOOL,241110,2020,20,21.3,21.3,21.3,21.3,21.3
School,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,HILLS-BEAVER CREEK HIGH SCHOOL,241110,2021,31,17.8,17.8,17.8,17.8,17.8
School,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,HILLS-BEAVER CREEK HIGH SCHOOL,241110,2022,38,20,20,20,20,20
School,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,HILLS-BEAVER CREEK HIGH SCHOOL,241110,2023,24,17,17,17,17,17
School,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,HINCKLEY FINLAYSON HIGH SCHOOL,241115,2019,44,16.5,16.5,16.5,16.5,16.5
School,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,HINCKLEY FINLAYSON HIGH SCHOOL,241115,2020,48,17.1,17.1,17.1,17.1,17.1
School,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,HINCKLEY FINLAYSON HIGH SCHOOL,241115,2021,1,,,,,
School,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,HINCKLEY FINLAYSON HIGH SCHOOL,241115,2022,59,15.2,15.2,15.2,15.2,15.2
School,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,HINCKLEY FINLAYSON HIGH SCHOOL,241115,2023,24,16.5,16.5,16.5,16.5,16.5
School,AFFILIATION NOT REPORTED,N/A,HMONG COLLEGE PREP ACADEMY,241582,2019,111,14.8,14.8,14.8,14.8,14.8
School,AFFILIATION NOT REPORTED,N/A,HMONG COLLEGE PREP ACADEMY,241582,2020,129,14.9,14.9,14.9,14.9,14.9
School,AFFILIATION NOT REPORTED,N/A,HMONG COLLEGE PREP ACADEMY,241582,2021,10,18.1,18.1,18.1,18.1,18.1
School,AFFILIATION NOT REPORTED,N/A,HMONG COLLEGE PREP ACADEMY,241582,2022,134,13.2,13.2,13.2,13.2,13.2
School,AFFILIATION NOT REPORTED,N/A,HMONG COLLEGE PREP ACADEMY,241582,2023,151,14.5,14.5,14.5,14.5,14.5
School,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,HOLDINGFORD JUNIOR SENIOR HIGH SCHOOL,241135,2019,73,17.6,17.6,17.6,17.6,17.6
School,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,HOLDINGFORD JUNIOR SENIOR HIGH SCHOOL,241135,2020,72,18.4,18.4,18.4,18.4,18.4
School,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,HOLDINGFORD JUNIOR SENIOR HIGH SCHOOL,241135,2021,66,16.8,16.8,16.8,16.8,16.8
School,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,HOLDINGFORD JUNIOR SENIOR HIGH SCHOOL,241135,2022,49,18.6,18.6,18.6,18.6,18.6
School,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,HOLDINGFORD JUNIOR SENIOR HIGH SCHOOL,241135,2023,50,16.1,16.1,16.1,16.1,16.1
School,HOPKINS PUBLIC SCHOOLS,247288,HOPKINS HIGH SCHOOL,241153,2019,521,21.6,21.6,21.6,21.6,21.6
School,HOPKINS PUBLIC SCHOOLS,247288,HOPKINS HIGH SCHOOL,241153,2020,439,21,21,21,21,21
School,HOPKINS PUBLIC SCHOOLS,247288,HOPKINS HIGH SCHOOL,241153,2021,446,21.2,21.2,21.2,21.2,21.2
School,HOPKINS PUBLIC SCHOOLS,247288,HOPKINS HIGH SCHOOL,241153,2022,388,21.1,21.1,21.1,21.1,21.1
School,HOPKINS PUBLIC SCHOOLS,247288,HOPKINS HIGH SCHOOL,241153,2023,375,20.7,20.7,20.7,20.7,20.7
School,HOUSTON PUBLIC SCHOOLS,247318,HOUSTON HIGH SCHOOL,241160,2019,17,21.2,21.2,21.2,21.2,21.2
School,HOUSTON PUBLIC SCHOOLS,247318,HOUSTON HIGH SCHOOL,241160,2020,19,19.5,19.5,19.5,19.5,19.5
School,HOUSTON PUBLIC SCHOOLS,247318,HOUSTON HIGH SCHOOL,241160,2021,33,19.2,19.2,19.2,19.2,19.2
School,HOUSTON PUBLIC SCHOOLS,247318,HOUSTON HIGH SCHOOL,241160,2022,25,18.3,18.3,18.3,18.3,18.3
School,HOUSTON PUBLIC SCHOOLS,247318,HOUSTON HIGH SCHOOL,241160,2023,9,,,,,
School,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,HOWARD LAKE-WAVERLY WINSTED HIGH SCHOOL,241165,2019,71,18,18,18,18,18
School,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,HOWARD LAKE-WAVERLY WINSTED HIGH SCHOOL,241165,2020,81,18.7,18.7,18.7,18.7,18.7
School,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,HOWARD LAKE-WAVERLY WINSTED HIGH SCHOOL,241165,2021,51,18.8,18.8,18.8,18.8,18.8
School,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,HOWARD LAKE-WAVERLY WINSTED HIGH SCHOOL,241165,2022,50,17.3,17.3,17.3,17.3,17.3
School,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,HOWARD LAKE-WAVERLY WINSTED HIGH SCHOOL,241165,2023,52,17.7,17.7,17.7,17.7,17.7
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HUMBOLDT SECONDARY SCHOOL,242260,2019,144,12.9,12.9,12.9,12.9,12.9
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HUMBOLDT SECONDARY SCHOOL,242260,2020,163,12.4,12.4,12.4,12.4,12.4
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HUMBOLDT SECONDARY SCHOOL,242260,2021,140,12,12,12,12,12
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HUMBOLDT SECONDARY SCHOOL,242260,2022,33,12.9,12.9,12.9,12.9,12.9
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,HUMBOLDT SECONDARY SCHOOL,242260,2023,72,12.3,12.3,12.3,12.3,12.3
School,HUTCHINSON SCHOOL DISTRICT 423,247434,HUTCHINSON HIGH SCHOOL,241175,2019,164,20.2,20.2,20.2,20.2,20.2
School,HUTCHINSON SCHOOL DISTRICT 423,247434,HUTCHINSON HIGH SCHOOL,241175,2020,157,20.1,20.1,20.1,20.1,20.1
School,HUTCHINSON SCHOOL DISTRICT 423,247434,HUTCHINSON HIGH SCHOOL,241175,2021,116,20.3,20.3,20.3,20.3,20.3
School,HUTCHINSON SCHOOL DISTRICT 423,247434,HUTCHINSON HIGH SCHOOL,241175,2022,106,20.1,20.1,20.1,20.1,20.1
School,HUTCHINSON SCHOOL DISTRICT 423,247434,HUTCHINSON HIGH SCHOOL,241175,2023,95,20.3,20.3,20.3,20.3,20.3
School,SOUTH KOOCHICHING SCHOOL DISTRICT,247382,INDUS HIGH SCHOOL,241185,2019,8,,,,,
School,SOUTH KOOCHICHING SCHOOL DISTRICT,247382,INDUS HIGH SCHOOL,241185,2020,9,,,,,
School,SOUTH KOOCHICHING SCHOOL DISTRICT,247382,INDUS HIGH SCHOOL,241185,2021,7,,,,,
School,SOUTH KOOCHICHING SCHOOL DISTRICT,247382,INDUS HIGH SCHOOL,241185,2022,6,,,,,
School,SOUTH KOOCHICHING SCHOOL DISTRICT,247382,INDUS HIGH SCHOOL,241185,2023,4,,,,,
School,EASTERN CARVER COUNTY SCHOOLS,247092,INTEGRATED ARTS ACADEMY,240427,2019,20,15.8,15.8,15.8,15.8,15.8
School,EASTERN CARVER COUNTY SCHOOLS,247092,INTEGRATED ARTS ACADEMY,240427,2020,19,15.4,15.4,15.4,15.4,15.4
School,EASTERN CARVER COUNTY SCHOOLS,247092,INTEGRATED ARTS ACADEMY,240427,2021,8,,,,,
School,EASTERN CARVER COUNTY SCHOOLS,247092,INTEGRATED ARTS ACADEMY,240427,2022,11,14.5,14.5,14.5,14.5,14.5
School,EASTERN CARVER COUNTY SCHOOLS,247092,INTEGRATED ARTS ACADEMY,240427,2023,18,14.2,14.2,14.2,14.2,14.2
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,IQ ACADEMY MINNESOTA,240829,2019,11,19.5,19.5,19.5,19.5,19.5
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,IQ ACADEMY MINNESOTA,240829,2020,17,19.9,19.9,19.9,19.9,19.9
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,IQ ACADEMY MINNESOTA,240829,2021,0,,,,,
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,IQ ACADEMY MINNESOTA,240829,2022,5,,,,,
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,IQ ACADEMY MINNESOTA,240829,2023,1,,,,,
School,MOUNDS VIEW PUBLIC SCHOOLS,247648,IRONDALE SENIOR HIGH SCHOOL,242263,2019,419,19.7,19.7,19.7,19.7,19.7
School,MOUNDS VIEW PUBLIC SCHOOLS,247648,IRONDALE SENIOR HIGH SCHOOL,242263,2020,415,19.8,19.8,19.8,19.8,19.8
School,MOUNDS VIEW PUBLIC SCHOOLS,247648,IRONDALE SENIOR HIGH SCHOOL,242263,2021,312,19.2,19.2,19.2,19.2,19.2
School,MOUNDS VIEW PUBLIC SCHOOLS,247648,IRONDALE SENIOR HIGH SCHOOL,242263,2022,402,18.7,18.7,18.7,18.7,18.7
School,MOUNDS VIEW PUBLIC SCHOOLS,247648,IRONDALE SENIOR HIGH SCHOOL,242263,2023,339,18.5,18.5,18.5,18.5,18.5
School,ISLE SCHOOL DISTRICT 473,247494,ISLE HIGH SCHOOL,241205,2019,32,15.8,15.8,15.8,15.8,15.8
School,ISLE SCHOOL DISTRICT 473,247494,ISLE HIGH SCHOOL,241205,2020,23,13.9,13.9,13.9,13.9,13.9
School,ISLE SCHOOL DISTRICT 473,247494,ISLE HIGH SCHOOL,241205,2021,27,15.4,15.4,15.4,15.4,15.4
School,ISLE SCHOOL DISTRICT 473,247494,ISLE HIGH SCHOOL,241205,2022,18,14.5,14.5,14.5,14.5,14.5
School,ISLE SCHOOL DISTRICT 473,247494,ISLE HIGH SCHOOL,241205,2023,29,16.1,16.1,16.1,16.1,16.1
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,IVAN SAND COMMUNITY HIGH SCHOOL,240723,2019,20,13.3,13.3,13.3,13.3,13.3
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,IVAN SAND COMMUNITY HIGH SCHOOL,240723,2020,10,16.9,16.9,16.9,16.9,16.9
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,IVAN SAND COMMUNITY HIGH SCHOOL,240723,2021,8,,,,,
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,IVAN SAND COMMUNITY HIGH SCHOOL,240723,2022,6,,,,,
School,ELK RIVER INDEPENDENT SCHOOL DISTRICT 728,247774,IVAN SAND COMMUNITY HIGH SCHOOL,240723,2023,5,,,,,
School,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,JACKSON COUNTY CENTRAL HIGH SCHOOL,241215,2019,78,17.4,17.4,17.4,17.4,17.4
School,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,JACKSON COUNTY CENTRAL HIGH SCHOOL,241215,2020,89,17,17,17,17,17
School,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,JACKSON COUNTY CENTRAL HIGH SCHOOL,241215,2021,68,17,17,17,17,17
School,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,JACKSON COUNTY CENTRAL HIGH SCHOOL,241215,2022,72,17.1,17.1,17.1,17.1,17.1
School,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,JACKSON COUNTY CENTRAL HIGH SCHOOL,241215,2023,78,16.3,16.3,16.3,16.3,16.3
School,AFFILIATION NOT REPORTED,N/A,JANE GOODALL ENVIRONMENTAL SCIENCES ACADEMY,991921,2019,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,JANE GOODALL ENVIRONMENTAL SCIENCES ACADEMY,991921,2020,9,,,,,
School,AFFILIATION NOT REPORTED,N/A,JANE GOODALL ENVIRONMENTAL SCIENCES ACADEMY,991921,2021,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,JANE GOODALL ENVIRONMENTAL SCIENCES ACADEMY,991921,2022,7,,,,,
School,AFFILIATION NOT REPORTED,N/A,JANE GOODALL ENVIRONMENTAL SCIENCES ACADEMY,991921,2023,4,,,,,
School,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,JANESVILLE-WALDORF-PEMBERTON HIGH SCHOOL,241220,2019,43,16.9,16.9,16.9,16.9,16.9
School,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,JANESVILLE-WALDORF-PEMBERTON HIGH SCHOOL,241220,2020,52,17.1,17.1,17.1,17.1,17.1
School,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,JANESVILLE-WALDORF-PEMBERTON HIGH SCHOOL,241220,2021,34,18,18,18,18,18
School,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,JANESVILLE-WALDORF-PEMBERTON HIGH SCHOOL,241220,2022,35,16.9,16.9,16.9,16.9,16.9
School,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,JANESVILLE-WALDORF-PEMBERTON HIGH SCHOOL,241220,2023,41,17,17,17,17,17
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOHN A JOHNSON HIGH SCHOOL,242265,2019,240,16.1,16.1,16.1,16.1,16.1
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOHN A JOHNSON HIGH SCHOOL,242265,2020,234,15.5,15.5,15.5,15.5,15.5
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOHN A JOHNSON HIGH SCHOOL,242265,2021,206,15.6,15.6,15.6,15.6,15.6
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOHN A JOHNSON HIGH SCHOOL,242265,2022,106,15.3,15.3,15.3,15.3,15.3
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOHN A JOHNSON HIGH SCHOOL,242265,2023,131,14.4,14.4,14.4,14.4,14.4
School,BLOOMINGTON PUBLIC SCHOOLS,247280,JOHN F KENNEDY SENIOR HIGH SCHOOL,240265,2019,352,17.4,17.4,17.4,17.4,17.4
School,BLOOMINGTON PUBLIC SCHOOLS,247280,JOHN F KENNEDY SENIOR HIGH SCHOOL,240265,2020,361,17.3,17.3,17.3,17.3,17.3
School,BLOOMINGTON PUBLIC SCHOOLS,247280,JOHN F KENNEDY SENIOR HIGH SCHOOL,240265,2021,317,16.4,16.4,16.4,16.4,16.4
School,BLOOMINGTON PUBLIC SCHOOLS,247280,JOHN F KENNEDY SENIOR HIGH SCHOOL,240265,2022,244,16.2,16.2,16.2,16.2,16.2
School,BLOOMINGTON PUBLIC SCHOOLS,247280,JOHN F KENNEDY SENIOR HIGH SCHOOL,240265,2023,316,16.2,16.2,16.2,16.2,16.2
School,ROCHESTER PUBLIC SCHOOLS,247566,JOHN MARSHALL HIGH SCHOOL,242100,2019,375,19.7,19.7,19.7,19.7,19.7
School,ROCHESTER PUBLIC SCHOOLS,247566,JOHN MARSHALL HIGH SCHOOL,242100,2020,413,18.5,18.5,18.5,18.5,18.5
School,ROCHESTER PUBLIC SCHOOLS,247566,JOHN MARSHALL HIGH SCHOOL,242100,2021,367,17.9,17.9,17.9,17.9,17.9
School,ROCHESTER PUBLIC SCHOOLS,247566,JOHN MARSHALL HIGH SCHOOL,242100,2022,297,18,18,18,18,18
School,ROCHESTER PUBLIC SCHOOLS,247566,JOHN MARSHALL HIGH SCHOOL,242100,2023,346,17.4,17.4,17.4,17.4,17.4
School,JORDAN PUBLIC SCHOOL DISTRICT,247762,JORDAN HIGH SCHOOL,241235,2019,144,19.8,19.8,19.8,19.8,19.8
School,JORDAN PUBLIC SCHOOL DISTRICT,247762,JORDAN HIGH SCHOOL,241235,2020,128,20.1,20.1,20.1,20.1,20.1
School,JORDAN PUBLIC SCHOOL DISTRICT,247762,JORDAN HIGH SCHOOL,241235,2021,104,20.2,20.2,20.2,20.2,20.2
School,JORDAN PUBLIC SCHOOL DISTRICT,247762,JORDAN HIGH SCHOOL,241235,2022,120,18.6,18.6,18.6,18.6,18.6
School,JORDAN PUBLIC SCHOOL DISTRICT,247762,JORDAN HIGH SCHOOL,241235,2023,129,17.9,17.9,17.9,17.9,17.9
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOURNEYS SECONDARY SCHOOL,973903,2019,0,,,,,
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOURNEYS SECONDARY SCHOOL,973903,2020,0,,,,,
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOURNEYS SECONDARY SCHOOL,973903,2021,2,,,,,
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOURNEYS SECONDARY SCHOOL,973903,2022,1,,,,,
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,JOURNEYS SECONDARY SCHOOL,973903,2023,1,,,,,
School,AFFILIATION NOT REPORTED,N/A,KALEIDOSCOPE CHARTER SCHOOL,975619,2019,9,,,,,
School,AFFILIATION NOT REPORTED,N/A,KALEIDOSCOPE CHARTER SCHOOL,975619,2020,14,13.5,13.5,13.5,13.5,13.5
School,AFFILIATION NOT REPORTED,N/A,KALEIDOSCOPE CHARTER SCHOOL,975619,2021,12,14.7,14.7,14.7,14.7,14.7
School,AFFILIATION NOT REPORTED,N/A,KALEIDOSCOPE CHARTER SCHOOL,975619,2022,17,15.4,15.4,15.4,15.4,15.4
School,AFFILIATION NOT REPORTED,N/A,KALEIDOSCOPE CHARTER SCHOOL,975619,2023,17,15.6,15.6,15.6,15.6,15.6
School,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,KASSON-MANTORVILLE HIGH SCHOOL,241245,2019,160,20.2,20.2,20.2,20.2,20.2
School,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,KASSON-MANTORVILLE HIGH SCHOOL,241245,2020,164,19.5,19.5,19.5,19.5,19.5
School,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,KASSON-MANTORVILLE HIGH SCHOOL,241245,2021,131,19.3,19.3,19.3,19.3,19.3
School,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,KASSON-MANTORVILLE HIGH SCHOOL,241245,2022,155,18.3,18.3,18.3,18.3,18.3
School,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,KASSON-MANTORVILLE HIGH SCHOOL,241245,2023,138,18.2,18.2,18.2,18.2,18.2
School,AFFILIATION NOT REPORTED,N/A,KATO PUBLIC CHARTER SCHOOL,241487,2019,3,,,,,
School,AFFILIATION NOT REPORTED,N/A,KATO PUBLIC CHARTER SCHOOL,241487,2020,13,14.7,14.7,14.7,14.7,14.7
School,AFFILIATION NOT REPORTED,N/A,KATO PUBLIC CHARTER SCHOOL,241487,2021,15,14.1,14.1,14.1,14.1,14.1
School,AFFILIATION NOT REPORTED,N/A,KATO PUBLIC CHARTER SCHOOL,241487,2022,5,,,,,
School,AFFILIATION NOT REPORTED,N/A,KATO PUBLIC CHARTER SCHOOL,241487,2023,3,,,,,
School,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,KELLIHER PUBLIC SCHOOL,241255,2019,10,14.4,14.4,14.4,14.4,14.4
School,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,KELLIHER PUBLIC SCHOOL,241255,2020,18,17.3,17.3,17.3,17.3,17.3
School,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,KELLIHER PUBLIC SCHOOL,241255,2021,3,,,,,
School,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,KELLIHER PUBLIC SCHOOL,241255,2022,25,15.8,15.8,15.8,15.8,15.8
School,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,KELLIHER PUBLIC SCHOOL,241255,2023,14,14.4,14.4,14.4,14.4,14.4
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,KENNEDY SECONDARY SCHOOL,240828,2019,147,20,20,20,20,20
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,KENNEDY SECONDARY SCHOOL,240828,2020,134,18.1,18.1,18.1,18.1,18.1
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,KENNEDY SECONDARY SCHOOL,240828,2021,69,20.6,20.6,20.6,20.6,20.6
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,KENNEDY SECONDARY SCHOOL,240828,2022,96,21.1,21.1,21.1,21.1,21.1
School,FERGUS FALLS INDEPENDENT SCHOOL DISTRICT 544,247576,KENNEDY SECONDARY SCHOOL,240828,2023,145,17.9,17.9,17.9,17.9,17.9
School,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,KENYON-WANAMINGO HIGH SCHOOL,241275,2019,43,20.5,20.5,20.5,20.5,20.5
School,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,KENYON-WANAMINGO HIGH SCHOOL,241275,2020,38,19.9,19.9,19.9,19.9,19.9
School,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,KENYON-WANAMINGO HIGH SCHOOL,241275,2021,30,18.4,18.4,18.4,18.4,18.4
School,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,KENYON-WANAMINGO HIGH SCHOOL,241275,2022,29,18,18,18,18,18
School,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,KENYON-WANAMINGO HIGH SCHOOL,241275,2023,36,17.7,17.7,17.7,17.7,17.7
School,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,KERKHOVEN MURDOCK AND SUNBURG JUNIOR SENIOR HIGH SCHOOL,241280,2019,38,18.8,18.8,18.8,18.8,18.8
School,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,KERKHOVEN MURDOCK AND SUNBURG JUNIOR SENIOR HIGH SCHOOL,241280,2020,36,17.3,17.3,17.3,17.3,17.3
School,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,KERKHOVEN MURDOCK AND SUNBURG JUNIOR SENIOR HIGH SCHOOL,241280,2021,32,16,16,16,16,16
School,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,KERKHOVEN MURDOCK AND SUNBURG JUNIOR SENIOR HIGH SCHOOL,241280,2022,41,17.6,17.6,17.6,17.6,17.6
